id,text,speaker,turn,emotion_major,emotion_minor,situation,gender,age,environment,cluster_l1,cluster_l2,text_length,session_id,length_quartile
19876_2_human,내가 여태껏 일하고 아파서 은퇴해서 쉬고 있는데 더 일하라고 하잖아.,human,2,분노,방어적인,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,38,19876,long
11899_3_human,안 그렇게 되길 바라는데 다른 구단으로도 갈 수 있었으면 좋겠어.,human,3,분노,좌절한,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",36,11899,long
17287_2_human,미리 알았으면 좋았을 텐데 갑자기 봉사활동 이라니. 짜증나 죽겠어.,human,2,분노,툴툴대는,학업 및 진로,여성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,37,17287,long
4532_1_human,어려운 친구에게 돈을 빌려주고 싶어. 근데 남편이 화를 내더라고.,human,1,분노,방어적인,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",36,4532,long
43569_2_human,학교에서도 친구들이 돼지라면서 옆에도 앉기 싫어해서 나 자신이 실망스러워.,human,2,분노,툴툴대는,학교폭력/따돌림,여성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,41,43569,long
31196_3_human,초기라서 치료를 받으면 괜찮아 질 수 있을 거야. 아내에게만 말해봐야겠어.,human,3,분노,방어적인,건강,남성,중년,,emotion_분노,emotion_분노_situation_건강,41,31196,long
13953_3_human,내일 차에서 넌지시 물어봐야겠어. 어떻게 생각을 하고 있는 건지.,human,3,분노,짜증내는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,36,13953,long
45625_1_human,남편과 이혼해서 이제는 먹고살기가 어려워졌어. 능력 없는 내가 지긋지긋해.,human,1,분노,짜증내는,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",41,45625,long
48789_1_human,내 학력이 위조되었단 사실이 밝혀지고 내 명예가 바닥으로 떨어졌어.,human,1,분노,안달하는,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,37,48789,long
23809_2_human,난 직원들을 보면 분노가 치밀어 올라. 의견은 안내고 왜 저러지.,human,2,분노,짜증내는,"직장, 업무 스트레스",여성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",36,23809,long
27964_1_human,아들이 운전하다 어지럼증 때문에 사고가 났다는 소리에 걱정스러워 .,human,1,분노,좌절한,대인관계,여성,노년,,emotion_분노,emotion_분노_situation_대인관계,37,27964,long
45100_3_human,수리 공부를 집중적으로 할 수 있도록 반 스터디를 모집할까 생각 중이야.,human,3,분노,안달하는,학업 및 진로,남성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,40,45100,long
22137_3_human,신입 사원한테 한 번만 알려준다고 외우라고 교육을 제대로 시켜야겠어.,human,3,분노,성가신,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",38,22137,long
32902_3_human,안 그래도 한 번 더 비슷한 일이 생기면 나에게 연락하라고 했어.,human,3,분노,분노,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",36,32902,long
22288_2_human,이럴 줄 알았으면 남들이 하는 만큼만 했지. 괜히 열심히 했다는 생각이 들어.,human,2,분노,노여워하는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,43,22288,long
44659_1_human,이제 나이가 나이인지라 남성성을 많이 잃어서 마음대로 되지를 않아.,human,1,분노,방어적인,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,37,44659,long
19469_1_human,우리 아빠는 매일같이 술과 담배를 해서 나도 담배를 피우기 시작했어.,human,1,분노,악의적인,가족관계,남성,청소년,,emotion_분노,emotion_분노_situation_가족관계,38,19469,long
50481_3_human,내가 앞으로 무엇을 해야 할지 생각하고 나를 돌아보는 시간을 가져야겠어.,human,3,분노,구역질 나는,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,40,50481,long
594_3_human,영양제도 잘 챙겨 먹고 꾸준히 운동도 하고 좋은 음식을 잘 챙겨 먹을 거야.,human,3,분노,안달하는,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,42,594,long
36658_2_human,스낵을 머고 바닥에 흘리고 서랍에도 지저분하게 쓰레기를 버려 놨네.,human,2,분노,짜증내는,가족관계,남성,청소년,,emotion_분노,emotion_분노_situation_가족관계,37,36658,long
49612_2_human,앞으로 돈 들어갈 거 생각하면 자녀들에게 부담만 주고 내가 살아 뭐하나 싶어.,human,2,분노,분노,건강,남성,중년,,emotion_분노,emotion_분노_situation_건강,43,49612,long
51395_2_human,응. 자식들도 그렇고 아내도 내 편이 아니어서 내가 설 곳이 없는 것 같아.,human,2,분노,좌절한,"대인관계(부부, 자녀)",남성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",42,51395,long
18552_1_human,남편이 사업을 시작한다며 다니던 회사를 퇴사를 해서 정말 당혹스럽고 화가 나.,human,1,분노,분노,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",43,18552,long
16308_2_human,맞아. 내가 걔네들한테 해준 것이 얼만데 늙고 병들었다고 바로 처분하더군.,human,2,분노,분노,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",41,16308,long
36077_2_human,뭐든 모르는 사람 취급을 하면서 기분 상하는 얘기만 골라서 하거든.,human,2,분노,분노,가족관계,여성,청소년,,emotion_분노,emotion_분노_situation_가족관계,37,36077,long
23588_3_human,저녁에 운동을 하는 편인데 야근으로 못하니 새벽 운동이라도 해야겠어.,human,3,분노,짜증내는,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,38,23588,long
13622_1_human,요즘 세상에 성 정체성이 모호하면 직장을 구하기 어려운 것 같아.,human,1,분노,좌절한,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",36,13622,long
36501_1_human,이번 시험 점수가 너무 안나왔어. 하지만 나는 진짜 최선을 다했어.,human,1,분노,방어적인,학업 및 진로,여성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,37,36501,long
27500_2_human,내가 혀가 둔해져서 예전처럼 간을 맞추기 힘든데 남편은 투덜대기만 해.,human,2,분노,성가신,"직장, 업무 스트레스",남성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",39,27500,long
24697_1_human,내가 뭘 하나 살 때도 집에서 일일이 확인해서 눈치가 보여. 성가셔 죽겠어.,human,1,분노,성가신,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,42,24697,long
45843_1_human,내가 신체장애가 있어서 일을 구하기 힘들어. 어떻게 하면 좋을까?,human,1,분노,좌절한,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",36,45843,long
9328_1_human,난 남편이 자기 맘에 안 들 때 구시렁거리는 버릇이 정말 맘에 안 들어.,human,1,분노,툴툴대는,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",40,9328,long
37953_3_human,나이가 들수록 점점 꼰대가 되는 내가 싫더라고. 그래서 노력하는 중이야.,human,3,분노,분노,대인관계,여성,노년,,emotion_분노,emotion_분노_situation_대인관계,40,37953,long
38584_1_human,내 잘못도 아닌데 왜 내 인생은 이런지. 이젠 사는 것도 지긋지긋해.,human,1,분노,짜증내는,재정,여성,노년,,emotion_분노,emotion_분노_situation_재정,38,38584,long
48970_2_human,응. 돋보기를 써야 되는 내 눈이 우스꽝스러워서 놀리는 것 같아.,human,2,분노,짜증내는,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,36,48970,long
28004_1_human,신입사원이 업무 처리가 야무지지 않고 금방 떠날 것 같이 행동을 해.,human,1,분노,방어적인,"직장, 업무 스트레스",남성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",38,28004,long
13583_2_human,헤어지지는 않았지만 애인의 마음이 떠난 것과 이별이 올 것이 느껴져.,human,2,분노,안달하는,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",38,13583,long
1572_3_human,내 건강은 내가 챙겨야지. 나도 영양제 하나 사서 혼자 먹을 거야.,human,3,분노,툴툴대는,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,37,1572,long
29080_1_human,오늘 내가 맞고 있는 걸 아무도 도와주지 않았어. 너무 힘들고 좌절감이 들어.,human,1,분노,좌절한,학교폭력/따돌림,여성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,43,29080,long
33143_3_human,응. 내가 믿었던 만큼 거액을 빌려준 건데 정말 이렇게 뒤통수를 맞았네.,human,3,분노,노여워하는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,40,33143,long
26599_3_human,나와 비슷한 수준의 동기가 일할 때는 칭찬을 하다가도 나만 보면 화를 내.,human,3,분노,툴툴대는,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",41,26599,long
2312_2_human,다른 연인들은 기념일에 깜짝파티도 하고 즐겁게 보낸다는데. 난 정말 불만이야.,human,2,분노,짜증내는,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",43,2312,long
48405_1_human,노후 준비를 안 해놔서 지금 너무 힘들어. 이런 내가 너무 싫어.,human,1,분노,구역질 나는,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,36,48405,long
24692_1_human,오랜만에 모인 동창회에서 한 친구가 자꾸 보험을 들어달라고 해서 성가셔.,human,1,분노,성가신,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,40,24692,long
36051_2_human,내가 먼저 다가가도 친구가 만들어지지 않아서 학교에서 너무 외로워.,human,2,분노,툴툴대는,학교폭력/따돌림,여성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,37,36051,long
48732_3_human,지금까지 살아온 내용으로 책을 써서 돈도 벌고 삶의 의미도 새로 찾을 거야.,human,3,분노,짜증내는,재정,여성,노년,,emotion_분노,emotion_분노_situation_재정,42,48732,long
36421_3_human,욕설이나 폭력같은거 증거를 메모해놨거든.앞으로 다시는 그러지 못하게 할거야.,human,3,분노,악의적인,학교폭력/따돌림,여성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,42,36421,long
12359_3_human,미치겠어 아주! 이러다 입 닫고 안 갚으면 어쩌지 하는 생각도 든다니까.,human,3,분노,안달하는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,40,12359,long
33193_1_human,나랑 친하게 지냈었던 친구가 있어. 그 친구가 나한테 사기를 쳤어.,human,1,분노,구역질 나는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,37,33193,long
27276_1_human,자식들이 늙은 내 앞에서 상속 문제로 소리를 지르며 싸웠어. 너무 힘들어.,human,1,분노,구역질 나는,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",41,27276,long
1240_3_human,해결하고 싶은 마음보다는 서로 부딪히지 않고 싶은 마음이 더 커.,human,3,분노,방어적인,"대인관계(부부, 자녀)",남성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",36,1240,long
23266_2_human,그런데 이 녀석은 나한테 왜 아무 말도 하지 않았을까? 너무 화나고 속상해.,human,2,분노,방어적인,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",42,23266,long
47691_2_human,모두가 내가 잘못했기 때문에 죽은 것 같아서 죄책감이 들고 내가 원망스러워져.,human,2,분노,안달하는,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",43,47691,long
17698_2_human,어떻게 탔길래 이렇게 고장이 난 건지. 고칠 수 있을지 모르겠어.,human,2,분노,노여워하는,"대인관계(부부, 자녀)",남성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",36,17698,long
21592_3_human,부모님은 공부가 최고라고 생각하셔서 이야기해도 나를 이해해주지 않으실 거야.,human,3,분노,짜증내는,학업 및 진로,여성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,42,21592,long
26980_1_human,의사가 이상이 없다고 했는데 가족들은 자꾸 내가 치매 초기 증상이래.,human,1,분노,분노,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,38,26980,long
10322_3_human,어쩔 수 없이 택시 타고 혼자 병원에 왔어. 친정엄마가 부랴부랴 오셨고.,human,3,분노,분노,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",40,10322,long
3335_2_human,응. 이제 다 포기하고 싶어. 벌써 몇 번째 불합격인지 모르겠어.,human,2,분노,좌절한,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",36,3335,long
49554_1_human,친구와 싸워서 마음이 너무 불편해. 내 잘못으로 이런 문제가 일어났어.,human,1,분노,구역질 나는,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,39,49554,long
7181_1_human,남편이 시댁 식구들 앞에서 나를 흉보는 게 너무 자존심이 상했어.,human,1,분노,악의적인,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",36,7181,long
45521_3_human,안 그래도 선생님이 장애인 축구팀을 권해주셨는데 쉽진 않지만 도전해볼까 해.,human,3,분노,안달하는,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",42,45521,long
13838_2_human,응. 대답하지 않으면 이보다 더 집착해서 정말 화나. 이대로는 못 버티겠어.,human,2,분노,짜증내는,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",42,13838,long
35303_1_human,나보다 성적도 안 좋은 애가 좋은 곳으로 취업해서 괜히 화가 나.,human,1,분노,악의적인,학업 및 진로,여성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,36,35303,long
11959_2_human,자기 지금 밖에서 할 거 없다고 빨리 나오라고 재촉하는 것 같아 짜증 나.,human,2,분노,짜증내는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,41,11959,long
40784_2_human,만나려 해도 너무 장사에만 몰두하다 보니 만날 친구가 없네. 전부 내 탓이지.,human,2,분노,노여워하는,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,43,40784,long
48026_2_human,교육도 제대로 받지 못해서 여전히 발전하지 못하는 내가 싫고 지긋지긋해.,human,2,분노,짜증내는,"재정,은퇴,노후준비",여성,중년,,emotion_분노,"emotion_분노_situation_재정,은퇴,노후준비",40,48026,long
1057_1_human,면접 시간에 늦을 것 같아 택시를 탔더니 사고가 나서 결국 지각을 했어.,human,1,분노,좌절한,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",40,1057,long
50246_3_human,자식들에게 폐를 끼치지 않으려면 재활 치료라도 꾸준히 받아야겠어.,human,3,분노,안달하는,"건강,죽음",남성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",36,50246,long
5062_2_human,드라마나 영화를 보면서 풀어. 그러면 현실을 잠시 잊을 수 있거든.,human,2,분노,구역질 나는,학교폭력/따돌림,여성,청소년,,emotion_분노,emotion_분노_situation_학교폭력/따돌림,37,5062,long
8479_3_human,가치관 문제인데 생각해보니 별일 아닌 거 같아. 고마워. 위로가 됐어.,human,3,분노,툴툴대는,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,39,8479,long
26617_2_human,정말 열심히 노력했다고 생각했는데 서류만 벌써 스무 번째 탈락이야.,human,2,분노,좌절한,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",37,26617,long
442_3_human,지금은 걱정이 앞서지만 전처럼 긍정적인 생각으로 치료를 받아야겠어.,human,3,분노,좌절한,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",37,442,long
26968_1_human,내 말에 소개팅 상대방이 퉁명스럽게 대답하길래 짜증이 나서 그냥 나왔어.,human,1,분노,짜증내는,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",40,26968,long
48780_1_human,부모님이 가라고 했던 대학에 떨어진 뒤로는 부모님이 나를 인간 취급도 안 해.,human,1,분노,성가신,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,43,48780,long
19371_2_human,보험사도 많고 종류도 너무  많아서 어떤 걸 가입해야 할지 모르겠어.,human,2,분노,안달하는,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,38,19371,long
13952_2_human,새벽에 전화해서 뭐가 그리 할 이야기가 많은지 고민을 털어놓아서 힘이 들어.,human,2,분노,짜증내는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,42,13952,long
27125_2_human,아니 어린 애들 체육대회도 아니고 회사 체육대회인데 상사가 안달이 났다니깐.,human,2,분노,안달하는,"직장, 업무 스트레스",남성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",42,27125,long
23605_1_human,내 성과를 모두 가로챘던 직장 동료가 넘어져서 많이 다쳤대. 너무 통쾌해.,human,1,분노,악의적인,"직장, 업무 스트레스",여성,중년,,emotion_분노,"emotion_분노_situation_직장, 업무 스트레스",41,23605,long
36804_2_human,내가 전적으로 손 놓고 있었던 것도 아니고 내 딴에는 하고 있는데도 그러니까.,human,2,분노,툴툴대는,학업 및 진로,남성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,43,36804,long
27465_1_human,아내랑 요즘 만날 싸우고 있어. 내가 바람을 피웠다고 오해해서 화가 나.,human,1,분노,짜증내는,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",40,27465,long
47810_1_human,부모님이 이 나이 먹도록 백수라고 타박하시는데 나 자신이 너무 한심해.,human,1,분노,좌절한,대인관계,남성,청년,,emotion_분노,emotion_분노_situation_대인관계,39,47810,long
23618_1_human,힘들게 일을 하고 집에 갔는데 딸이 밥을 해달라고 해서 너무 성가셨어.,human,1,분노,성가신,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",39,23618,long
39958_1_human,이번 주말 친구들이 모처럼 모여서 등산 간다는데 나만 빠지게 되었어.,human,1,분노,안달하는,"건강,죽음",남성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",38,39958,long
1510_2_human,아무리 의사라도 준비할 시간도 없이 바로 말하니까 혼란스럽고 무섭네.,human,2,분노,방어적인,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,38,1510,long
1947_1_human,얼마 전에 직장에 취업했는데 내가 원하던 업무가 아닌 것 같아서 짜증이 나.,human,1,분노,짜증내는,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",42,1947,long
14602_2_human,열심히 노력할 자신 있는데 내 맘대로 되지를 않으니까 너무 불안해.,human,2,분노,방어적인,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,37,14602,long
24988_3_human,아는 언니랑 목욕탕에 가야겠어. 따듯하게 몸을 담그면 괜찮아질지도 몰라.,human,3,분노,노여워하는,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",40,24988,long
12030_3_human,지어내서 하는 얘기도 있고 왜곡시켜서 전달하는 경우도 너무 많아.,human,3,분노,악의적인,"연애,결혼,출산",남성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",36,12030,long
39952_2_human,요즘 돈 없이 만날 수 있나? 밥도 먹고 차도 마시고 술도 마셔야지.,human,2,분노,좌절한,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,38,39952,long
12172_2_human,같이 사는 룸메이트인데 매번 그래. 어제도 나한테 화를 내는 거 있지.,human,2,분노,툴툴대는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,39,12172,long
6013_1_human,내 주변 사람들은 대체 왜 그렇게 멍청하지? 말을 해도 몰라 정말 짜증 나!,human,1,분노,짜증내는,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,42,6013,long
13411_1_human,엄마가 오늘 숙제 검사한다고 했는데 아직 못 끝냈어. 어떻게 하지.,human,1,분노,안달하는,가족관계,여성,청소년,,emotion_분노,emotion_분노_situation_가족관계,37,13411,long
51033_1_human,딸이 미숙아로 태어났는데 심장이 약해서 수술을 받아야 한대. 정말 어쩌면 좋지.,human,1,분노,분노,건강,남성,중년,,emotion_분노,emotion_분노_situation_건강,44,51033,very_long
20991_3_human,그런가? 내가 잘못한 것도 아닌데 싫은 소리를 굳이 마음에 담아둘 필요는 없겠지?,human,3,분노,노여워하는,학업 및 진로,여성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,45,20991,very_long
15568_3_human,팀장이 나쁜 사람은 아닌데 내가 일을 워낙 못해서 그런 거 같아. 나도 반성해야지.,human,3,분노,악의적인,건강,남성,중년,,emotion_분노,emotion_분노_situation_건강,46,15568,very_long
39880_3_human,그 일이 싫었지만 먹고살아야 해서 꾹 참고 살았는데 결국 이렇게 되네. 나 자신이 바보 같아.,human,3,분노,안달하는,"건강,죽음",남성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",52,39880,very_long
13626_2_human,나는 영업을 하고 싶은데 남자는 영업으로 여자는 행정처리 이런 식으로 일을 구분해.,human,2,분노,좌절한,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",46,13626,very_long
7703_1_human,오늘 우리 집에서 세 시간씩이나 걸려서 서울병원까지 갔다 왔는데 내일 다시 가야 해. 너무 귀찮아.,human,1,분노,성가신,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,55,7703,very_long
30941_1_human,오늘 수술 경과를 확인하러 병원에 가야 하는데 나를 데려다 줄 사람이 아무도 없어 서글퍼.,human,1,분노,툴툴대는,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,50,30941,very_long
38327_3_human,수준이 맞는다고 생각하는 친구들끼리는 따로 연락하는 것 같아서 그간의 유대감이란 게 상실되는 느낌일세.,human,3,분노,방어적인,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,57,38327,very_long
28409_1_human,직장 건강검진을 받았는데 나보고 운동 많이 하라고 그러더라고. 대사증후군 의심 소견이라고.,human,1,분노,툴툴대는,건강,여성,중년,,emotion_분노,emotion_분노_situation_건강,50,28409,very_long
9057_2_human,내가 그렇게 매력이 없나 싶어서 우울하고 좌절감도 들어. 살이라도 빼고 다시 고백해볼까?,human,2,분노,좌절한,대인관계,여성,청년,,emotion_분노,emotion_분노_situation_대인관계,49,9057,very_long
28915_1_human,정말로 들어가기를 원했던 회사에서 최종까지 가서 탈락했어. 마지막에서 탈락하니 좌절했어.,human,1,분노,좌절한,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",49,28915,very_long
4862_2_human,내가 상의했으면 싫다고 했을 사람도 아니고 존중하는 마음이 있었으면 당연히 먼저 얘기해야지.,human,2,분노,툴툴대는,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",51,4862,very_long
36807_2_human,평상시에 내가 먹으려고 두었던 음식을 계속 뺏어 먹어서 오빠가 없었으면 좋겠어.,human,2,분노,분노,가족관계,여성,청소년,,emotion_분노,emotion_분노_situation_가족관계,44,36807,very_long
1612_2_human,그렇다고 거절할 수도 없고 해주긴 싫은데 어떻게 해야 할지 모르겠어. 어떻게 해야할지 몰라서 답답하네.,human,2,분노,툴툴대는,대인관계,남성,노년,,emotion_분노,emotion_분노_situation_대인관계,57,1612,very_long
1848_3_human,이 사람이면 평생을 함께해도 되겠다고 생각했는데 결국엔 끝이 오더라고. 그래서 새로운 사람하고 다시 시작하기가 두려워.,human,3,분노,방어적인,"연애,결혼,출산",여성,청년,,emotion_분노,"emotion_분노_situation_연애,결혼,출산",66,1848,very_long
49876_2_human,공부를 잘하는 친구들에게 공부 방법을 물어도 봤지만 나와는 맞지 않는 것 같아.,human,2,분노,구역질 나는,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",44,49876,very_long
33453_2_human,내일 급하게 가볼 곳이 생겨서 연차를 쓰겠다고 했어. 근데 해줄 것처럼 말해놓고 안 된다고 하시더라고.,human,2,분노,짜증내는,"진로,취업,직장",여성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",57,33453,very_long
16810_1_human,나는 당뇨 진단을 받았으나 가족들이 걱정할까 봐 내 돈으로 해결하고 있는데 힘들어.,human,1,분노,툴툴대는,"재정,은퇴,노후준비",남성,중년,,emotion_분노,"emotion_분노_situation_재정,은퇴,노후준비",46,16810,very_long
51060_1_human,경제 사정이 어려워져서 명예퇴직을 제안받았어. 능력이 없어서 제일 먼저 퇴직하게 된 내가 싫어.,human,1,분노,구역질 나는,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,53,51060,very_long
38032_3_human,어미가 이렇게 아픈데도 나 몰라라 하고 안 와보네. 이게 다 자식 농사 잘못 지은 내 잘못이지.,human,3,분노,짜증내는,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",53,38032,very_long
41403_2_human,저축해 놓은 게 없으니 하루 벌어 하루 먹고 사는데 일하는 것마다 실수 투성이야. 배운 게 없으니 제대로 할 줄 아는 게 없어.,human,2,분노,성가신,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,71,41403,very_long
35856_1_human,나는 경제학과를 가고 싶은데 부모님은 경영학과를 가라고 강청하셔. 정말 스트레스 받아.,human,1,분노,노여워하는,학업 및 진로,남성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,48,35856,very_long
27239_2_human,집안일이 뭐가 그렇게 어렵다고 날 힘들게 해. 그래서 다음부터는 집안일을 분배하자고 말할지 고민 중이야.,human,2,분노,툴툴대는,"대인관계(부부, 자녀)",여성,중년,,emotion_분노,"emotion_분노_situation_대인관계(부부, 자녀)",58,27239,very_long
49423_3_human,시험 결과를 떠나서 과정 중에 최선을 다했으니 스스로 고생했다고 말해줄 순 있을 것 같아.,human,3,분노,툴툴대는,"진로,취업,직장",남성,청년,,emotion_분노,"emotion_분노_situation_진로,취업,직장",50,49423,very_long
38637_3_human,끝도 없는 돌봄에 지쳤다고 남편 듣는 데서 말하여 깜짝 놀랐어. 친구 남편의 마음이 불편하겠다는 생각이 들더라. 좋은 해결책이 나오면 좋겠어.,human,3,분노,성가신,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",79,38637,very_long
38183_3_human,살림에 취미를 붙이려 해보았는데 도무지 잘 되지가 않아서 속상하대. 그래서 음식 배우러 오라고 했어.,human,3,분노,구역질 나는,"건강,죽음",여성,노년,,emotion_분노,"emotion_분노_situation_건강,죽음",56,38183,very_long
35850_1_human,나는 경제학과로 가고 싶은데 부모님은 경영학과가 좋다고 강요하셔. 정말 스트레스 받아.,human,1,분노,노여워하는,학업 및 진로,남성,청소년,,emotion_분노,emotion_분노_situation_학업 및 진로,48,35850,very_long
51433_1_human,우리 집 경제문제를 내가 혼자 다 맡고 있는 것이 힘들고 이런 나 자신도 싫어.,human,1,분노,구역질 나는,"재정,은퇴,노후준비",남성,중년,,emotion_분노,"emotion_분노_situation_재정,은퇴,노후준비",44,51433,very_long
40064_2_human,정신적으로 병을 얻어 사람 구실을 못 하게 되니 가정생활도 사회생활도 제대로 할 수 없게 되어버렸어.,human,2,분노,악의적인,재정,남성,노년,,emotion_분노,emotion_분노_situation_재정,56,40064,very_long
